,base,snap,calc,ex_en,osc
283,/home/share/wesolowski/NR_CGE_HUJI,533,5_Angstroms/emb1,3.580327,2.522715
284,/home/share/wesolowski/NR_CGE_HUJI,534,5_Angstroms/emb1,3.374179,2.47409
285,/home/share/wesolowski/NR_CGE_HUJI,535,5_Angstroms/emb1,3.702451,2.573788
286,/home/share/wesolowski/NR_CGE_HUJI,536,5_Angstroms/emb1,3.439114,2.567498
287,/home/share/wesolowski/NR_CGE_HUJI,537,5_Angstroms/emb1,3.137543,2.548018
288,/home/share/wesolowski/NR_CGE_HUJI,538,5_Angstroms/emb1,3.540659,2.650773
289,/home/share/wesolowski/NR_CGE_HUJI,539,5_Angstroms/emb1,3.368519,2.474196
290,/home/share/wesolowski/NR_CGE_HUJI,540,5_Angstroms/emb1,3.607784,2.553386
291,/home/share/wesolowski/NR_CGE_HUJI,541,5_Angstroms/emb1,3.349584,2.636823
292,/home/share/wesolowski/NR_CGE_HUJI,542,5_Angstroms/emb1,3.417779,2.573984
293,/home/share/wesolowski/NR_CGE_HUJI,543,5_Angstroms/emb1,3.440385,2.564985
294,/home/share/wesolowski/NR_CGE_HUJI,544,5_Angstroms/emb1,3.322095,2.558493
295,/home/share/wesolowski/NR_CGE_HUJI,545,5_Angstroms/emb1,3.390316,2.635884
296,/home/share/wesolowski/NR_CGE_HUJI,546,5_Angstroms/emb1,3.341921,2.544574
297,/home/share/wesolowski/NR_CGE_HUJI,547,5_Angstroms/emb1,3.458507,2.577524
298,/home/share/wesolowski/NR_CGE_HUJI,548,5_Angstroms/emb1,3.408758,2.686387
299,/home/share/wesolowski/NR_CGE_HUJI,549,5_Angstroms/emb1,3.216082,2.449424
300,/home/share/wesolowski/NR_CGE_HUJI,550,5_Angstroms/emb1,3.66296,2.596528
301,/home/share/wesolowski/NR_CGE_HUJI,551,5_Angstroms/emb1,3.588842,2.574808
302,/home/share/wesolowski/NR_CGE_HUJI,552,5_Angstroms/emb1,3.336978,2.507552
303,/home/share/wesolowski/NR_CGE_HUJI,553,5_Angstroms/emb1,3.290591,2.487145
304,/home/share/wesolowski/NR_CGE_HUJI,554,5_Angstroms/emb1,3.675307,2.476991
305,/home/share/wesolowski/NR_CGE_HUJI,555,5_Angstroms/emb1,3.423838,2.533343
306,/home/share/wesolowski/NR_CGE_HUJI,556,5_Angstroms/emb1,3.279714,2.577065
307,/home/share/wesolowski/NR_CGE_HUJI,557,5_Angstroms/emb1,3.428166,2.48164
308,/home/share/wesolowski/NR_CGE_HUJI,558,5_Angstroms/emb1,3.885196,2.593376
309,/home/share/wesolowski/NR_CGE_HUJI,559,5_Angstroms/emb1,3.497775,2.473176
310,/home/share/wesolowski/NR_CGE_HUJI,560,5_Angstroms/emb1,3.41929,2.453353
311,/home/share/wesolowski/NR_CGE_HUJI,561,5_Angstroms/emb1,3.649352,2.490566
312,/home/share/wesolowski/NR_CGE_HUJI,562,5_Angstroms/emb1,3.438994,2.577341
313,/home/share/wesolowski/NR_CGE_HUJI,563,5_Angstroms/emb1,3.147843,2.441009
314,/home/share/wesolowski/NR_CGE_HUJI,564,5_Angstroms/emb1,3.181358,2.590396
315,/home/share/wesolowski/NR_CGE_HUJI,565,5_Angstroms/emb1,3.057064,2.616482
316,/home/share/wesolowski/NR_CGE_HUJI,566,5_Angstroms/emb1,3.441088,2.557952
317,/home/share/wesolowski/NR_CGE_HUJI,567,5_Angstroms/emb1,3.126024,2.579976
318,/home/share/wesolowski/NR_CGE_HUJI,568,5_Angstroms/emb1,3.332809,2.422264
319,/home/share/wesolowski/NR_CGE_HUJI,569,5_Angstroms/emb1,3.387895,2.635182
320,/home/share/wesolowski/NR_CGE_HUJI,570,5_Angstroms/emb1,3.435911,2.46652
321,/home/share/wesolowski/NR_CGE_HUJI,571,5_Angstroms/emb1,3.565244,2.579913
322,/home/share/wesolowski/NR_CGE_HUJI,572,5_Angstroms/emb1,3.382816,2.533649
323,/home/share/wesolowski/NR_CGE_HUJI,573,5_Angstroms/emb1,3.17976,2.461817
324,/home/share/wesolowski/NR_CGE_HUJI,574,5_Angstroms/emb1,3.20507,2.585748
325,/home/share/wesolowski/NR_CGE_HUJI,575,5_Angstroms/emb1,3.782938,2.606992
326,/home/share/wesolowski/NR_CGE_HUJI,576,5_Angstroms/emb1,3.303003,2.609698
327,/home/share/wesolowski/NR_CGE_HUJI,577,5_Angstroms/emb1,3.155278,2.630212
328,/home/share/wesolowski/NR_CGE_HUJI,578,5_Angstroms/emb1,3.174133,2.492638
329,/home/share/wesolowski/NR_CGE_HUJI,579,5_Angstroms/emb1,3.350798,2.628942
330,/home/share/wesolowski/NR_CGE_HUJI,580,5_Angstroms/emb1,3.413323,2.412071
331,/home/share/wesolowski/NR_CGE_HUJI,581,5_Angstroms/emb1,3.42481,2.611391
332,/home/share/wesolowski/NR_CGE_HUJI,582,5_Angstroms/emb1,3.343549,2.609769
333,/home/share/wesolowski/NR_CGE_HUJI,583,5_Angstroms/emb1,3.318873,2.592894
334,/home/share/wesolowski/NR_CGE_HUJI,584,5_Angstroms/emb1,3.515076,2.450379
335,/home/share/wesolowski/NR_CGE_HUJI,585,5_Angstroms/emb1,3.494456,2.531698
336,/home/share/wesolowski/NR_CGE_HUJI,586,5_Angstroms/emb1,3.904921,2.575838
337,/home/share/wesolowski/NR_CGE_HUJI,587,5_Angstroms/emb1,3.478365,2.548401
338,/home/share/wesolowski/NR_CGE_HUJI,588,5_Angstroms/emb1,3.323215,2.650595
339,/home/share/wesolowski/NR_CGE_HUJI,589,5_Angstroms/emb1,3.211818,2.545875
340,/home/share/wesolowski/NR_CGE_HUJI,590,5_Angstroms/emb1,3.412076,2.685672
341,/home/share/wesolowski/NR_CGE_HUJI,591,5_Angstroms/emb1,3.284892,2.622779
342,/home/share/wesolowski/NR_CGE_HUJI,592,5_Angstroms/emb1,3.744599,2.538449
343,/home/share/wesolowski/NR_CGE_HUJI,593,5_Angstroms/emb1,3.281525,2.540866
344,/home/share/wesolowski/NR_CGE_HUJI,594,5_Angstroms/emb1,3.368735,2.717133
345,/home/share/wesolowski/NR_CGE_HUJI,595,5_Angstroms/emb1,3.280069,2.558432
346,/home/share/wesolowski/NR_CGE_HUJI,596,5_Angstroms/emb1,3.564006,2.53274
347,/home/share/wesolowski/NR_CGE_HUJI,597,5_Angstroms/emb1,3.409077,2.430052
348,/home/share/wesolowski/NR_CGE_HUJI,598,5_Angstroms/emb1,3.269937,2.484872
349,/home/share/wesolowski/NR_CGE_HUJI,599,5_Angstroms/emb1,3.536599,2.542147
350,/home/share/wesolowski/NR_CGE_HUJI,600,5_Angstroms/emb1,3.697831,2.626362
351,/home/share/wesolowski/NR_CGE_HUJI,601,5_Angstroms/emb1,3.404074,2.543356
352,/home/share/wesolowski/NR_CGE_HUJI,602,5_Angstroms/emb1,3.747,2.379808
353,/home/share/wesolowski/NR_CGE_HUJI,603,5_Angstroms/emb1,3.557505,2.521109
354,/home/share/wesolowski/NR_CGE_HUJI,604,5_Angstroms/emb1,3.352413,2.654628
355,/home/share/wesolowski/NR_CGE_HUJI,605,5_Angstroms/emb1,3.402075,2.591617
356,/home/share/wesolowski/NR_CGE_HUJI,606,5_Angstroms/emb1,3.181666,2.63929
357,/home/share/wesolowski/NR_CGE_HUJI,607,5_Angstroms/emb1,3.487921,2.561872
358,/home/share/wesolowski/NR_CGE_HUJI,608,5_Angstroms/emb1,3.270936,2.613728
359,/home/share/wesolowski/NR_CGE_HUJI,609,5_Angstroms/emb1,3.048167,2.615972
360,/home/share/wesolowski/NR_CGE_HUJI,610,5_Angstroms/emb1,3.12902,2.581059
361,/home/share/wesolowski/NR_CGE_HUJI,611,5_Angstroms/emb1,3.097943,2.55577
362,/home/share/wesolowski/NR_CGE_HUJI,612,5_Angstroms/emb1,3.319053,2.589679
363,/home/share/wesolowski/NR_CGE_HUJI,613,5_Angstroms/emb1,3.343949,2.626913
364,/home/share/wesolowski/NR_CGE_HUJI,614,5_Angstroms/emb1,3.014598,2.576709
365,/home/share/wesolowski/NR_CGE_HUJI,615,5_Angstroms/emb1,3.399132,2.532412
366,/home/share/wesolowski/NR_CGE_HUJI,616,5_Angstroms/emb1,3.349612,2.725558
367,/home/share/wesolowski/NR_CGE_HUJI,617,5_Angstroms/emb1,3.389588,2.466624
368,/home/share/wesolowski/NR_CGE_HUJI,618,5_Angstroms/emb1,3.312543,2.574973
369,/home/share/wesolowski/NR_CGE_HUJI,619,5_Angstroms/emb1,3.257978,2.542634
370,/home/share/wesolowski/NR_CGE_HUJI,620,5_Angstroms/emb1,3.233287,2.416866
371,/home/share/wesolowski/NR_CGE_HUJI,621,5_Angstroms/emb1,3.45288,2.600349
372,/home/share/wesolowski/NR_CGE_HUJI,622,5_Angstroms/emb1,3.438289,2.609253
373,/home/share/wesolowski/NR_CGE_HUJI,623,5_Angstroms/emb1,3.178239,2.511322
374,/home/share/wesolowski/NR_CGE_HUJI,624,5_Angstroms/emb1,3.595042,2.48234
375,/home/share/wesolowski/NR_CGE_HUJI,625,5_Angstroms/emb1,3.266511,2.523922
376,/home/share/wesolowski/NR_CGE_HUJI,626,5_Angstroms/emb1,3.108603,2.564095
377,/home/share/wesolowski/NR_CGE_HUJI,627,5_Angstroms/emb1,3.376376,2.442279
378,/home/share/wesolowski/NR_CGE_HUJI,628,5_Angstroms/emb1,3.77193,2.587762
379,/home/share/wesolowski/NR_CGE_HUJI,629,5_Angstroms/emb1,3.585031,2.570286
380,/home/share/wesolowski/NR_CGE_HUJI,630,5_Angstroms/emb1,3.412631,2.555433
381,/home/share/wesolowski/NR_CGE_HUJI,631,5_Angstroms/emb1,3.362687,2.656778
382,/home/share/wesolowski/NR_CGE_HUJI,632,5_Angstroms/emb1,3.287594,2.43218
383,/home/share/wesolowski/NR_CGE_HUJI,633,5_Angstroms/emb1,3.137204,2.501459
384,/home/share/wesolowski/NR_CGE_HUJI,634,5_Angstroms/emb1,3.463977,2.549506
385,/home/share/wesolowski/NR_CGE_HUJI,635,5_Angstroms/emb1,3.38941,2.491125
386,/home/share/wesolowski/NR_CGE_HUJI,636,5_Angstroms/emb1,3.369934,2.519135
387,/home/share/wesolowski/NR_CGE_HUJI,637,5_Angstroms/emb1,3.282119,2.569356
388,/home/share/wesolowski/NR_CGE_HUJI,638,5_Angstroms/emb1,3.048372,2.642423
389,/home/share/wesolowski/NR_CGE_HUJI,639,5_Angstroms/emb1,3.40783,2.535298
390,/home/share/wesolowski/NR_CGE_HUJI,640,5_Angstroms/emb1,3.502112,2.597006
391,/home/share/wesolowski/NR_CGE_HUJI,641,5_Angstroms/emb1,3.448207,2.462983
392,/home/share/wesolowski/NR_CGE_HUJI,642,5_Angstroms/emb1,3.542094,2.560061
393,/home/share/wesolowski/NR_CGE_HUJI,643,5_Angstroms/emb1,3.535604,2.553043
394,/home/share/wesolowski/NR_CGE_HUJI,644,5_Angstroms/emb1,3.532963,2.590542
395,/home/share/wesolowski/NR_CGE_HUJI,645,5_Angstroms/emb1,3.624177,2.388108
396,/home/share/wesolowski/NR_CGE_HUJI,646,5_Angstroms/emb1,3.704688,2.623966
397,/home/share/wesolowski/NR_CGE_HUJI,647,5_Angstroms/emb1,3.174575,2.581021
398,/home/share/wesolowski/NR_CGE_HUJI,648,5_Angstroms/emb1,3.443656,2.527675
399,/home/share/wesolowski/NR_CGE_HUJI,649,5_Angstroms/emb1,3.303668,2.537293
400,/home/share/wesolowski/NR_CGE_HUJI,650,5_Angstroms/emb1,3.316782,2.504998
401,/home/share/wesolowski/NR_CGE_HUJI,651,5_Angstroms/emb1,4.062159,2.581127
402,/home/share/wesolowski/NR_CGE_HUJI,652,5_Angstroms/emb1,3.339146,2.565971
403,/home/share/wesolowski/NR_CGE_HUJI,653,5_Angstroms/emb1,3.26844,2.560941
404,/home/share/wesolowski/NR_CGE_HUJI,654,5_Angstroms/emb1,3.0904,2.613759
405,/home/share/wesolowski/NR_CGE_HUJI,655,5_Angstroms/emb1,3.641689,2.495068
406,/home/share/wesolowski/NR_CGE_HUJI,656,5_Angstroms/emb1,3.399482,2.5333
407,/home/share/wesolowski/NR_CGE_HUJI,657,5_Angstroms/emb1,3.818115,2.436253
408,/home/share/wesolowski/NR_CGE_HUJI,658,5_Angstroms/emb1,3.476695,2.540205
409,/home/share/wesolowski/NR_CGE_HUJI,659,5_Angstroms/emb1,3.116507,2.57611
410,/home/share/wesolowski/NR_CGE_HUJI,660,5_Angstroms/emb1,3.489102,2.451187
411,/home/share/wesolowski/NR_CGE_HUJI,661,5_Angstroms/emb1,3.285872,2.497185
412,/home/share/wesolowski/NR_CGE_HUJI,662,5_Angstroms/emb1,3.703709,2.541015
413,/home/share/wesolowski/NR_CGE_HUJI,663,5_Angstroms/emb1,3.522784,2.56988
414,/home/share/wesolowski/NR_CGE_HUJI,664,5_Angstroms/emb1,3.221746,2.536192
415,/home/share/wesolowski/NR_CGE_HUJI,665,5_Angstroms/emb1,3.32554,2.72296
416,/home/share/wesolowski/NR_CGE_HUJI,666,5_Angstroms/emb1,3.196341,2.641539
417,/home/share/wesolowski/NR_CGE_HUJI,667,5_Angstroms/emb1,3.487657,2.469369
418,/home/share/wesolowski/NR_CGE_HUJI,668,5_Angstroms/emb1,3.315452,2.433398
419,/home/share/wesolowski/NR_CGE_HUJI,669,5_Angstroms/emb1,3.232155,2.598596
420,/home/share/wesolowski/NR_CGE_HUJI,670,5_Angstroms/emb1,3.337142,2.585338
421,/home/share/wesolowski/NR_CGE_HUJI,671,5_Angstroms/emb1,3.479918,2.618685
422,/home/share/wesolowski/NR_CGE_HUJI,672,5_Angstroms/emb1,3.157766,2.522584
423,/home/share/wesolowski/NR_CGE_HUJI,673,5_Angstroms/emb1,3.370889,2.6632
424,/home/share/wesolowski/NR_CGE_HUJI,674,5_Angstroms/emb1,3.176877,2.57846
425,/home/share/wesolowski/NR_CGE_HUJI,675,5_Angstroms/emb1,3.353748,2.656182
426,/home/share/wesolowski/NR_CGE_HUJI,676,5_Angstroms/emb1,3.535818,2.590838
427,/home/share/wesolowski/NR_CGE_HUJI,677,5_Angstroms/emb1,3.568056,2.732836
428,/home/share/wesolowski/NR_CGE_HUJI,678,5_Angstroms/emb1,3.45011,2.562059
429,/home/share/wesolowski/NR_CGE_HUJI,679,5_Angstroms/emb1,3.479296,2.542598
430,/home/share/wesolowski/NR_CGE_HUJI,680,5_Angstroms/emb1,3.465367,2.578108
431,/home/share/wesolowski/NR_CGE_HUJI,681,5_Angstroms/emb1,3.213699,2.547046
432,/home/share/wesolowski/NR_CGE_HUJI,682,5_Angstroms/emb1,3.10728,2.545331
433,/home/share/wesolowski/NR_CGE_HUJI,683,5_Angstroms/emb1,3.715646,2.387357
434,/home/share/wesolowski/NR_CGE_HUJI,684,5_Angstroms/emb1,3.568859,2.473624
435,/home/share/wesolowski/NR_CGE_HUJI,685,5_Angstroms/emb1,3.504925,2.563032
436,/home/share/wesolowski/NR_CGE_HUJI,686,5_Angstroms/emb1,3.282922,2.555586
437,/home/share/wesolowski/NR_CGE_HUJI,687,5_Angstroms/emb1,3.379515,2.585896
438,/home/share/wesolowski/NR_CGE_HUJI,688,5_Angstroms/emb1,3.479136,2.600037
439,/home/share/wesolowski/NR_CGE_HUJI,689,5_Angstroms/emb1,3.347812,2.408721
440,/home/share/wesolowski/NR_CGE_HUJI,690,5_Angstroms/emb1,4.072809,2.61997
441,/home/share/wesolowski/NR_CGE_HUJI,691,5_Angstroms/emb1,3.589703,2.440551
442,/home/share/wesolowski/NR_CGE_HUJI,692,5_Angstroms/emb1,3.294144,2.474956
443,/home/share/wesolowski/NR_CGE_HUJI,693,5_Angstroms/emb1,3.536763,2.544947
444,/home/share/wesolowski/NR_CGE_HUJI,694,5_Angstroms/emb1,3.45577,2.524227
445,/home/share/wesolowski/NR_CGE_HUJI,695,5_Angstroms/emb1,3.237555,2.595971
446,/home/share/wesolowski/NR_CGE_HUJI,696,5_Angstroms/emb1,3.300274,2.529267
447,/home/share/wesolowski/NR_CGE_HUJI,697,5_Angstroms/emb1,3.337576,2.474793
448,/home/share/wesolowski/NR_CGE_HUJI,698,5_Angstroms/emb1,3.596806,2.517806
449,/home/share/wesolowski/NR_CGE_HUJI,699,5_Angstroms/emb1,3.235264,2.552374
450,/home/share/wesolowski/NR_CGE_HUJI,700,5_Angstroms/emb1,3.432056,2.645022
451,/home/share/wesolowski/NR_CGE_HUJI,701,5_Angstroms/emb1,3.282824,2.494737
452,/home/share/wesolowski/NR_CGE_HUJI,702,5_Angstroms/emb1,3.598198,2.646153
453,/home/share/wesolowski/NR_CGE_HUJI,703,5_Angstroms/emb1,3.467607,2.562152
454,/home/share/wesolowski/NR_CGE_HUJI,704,5_Angstroms/emb1,3.351201,2.497032
455,/home/share/wesolowski/NR_CGE_HUJI,705,5_Angstroms/emb1,3.347298,2.511488
456,/home/share/wesolowski/NR_CGE_HUJI,706,5_Angstroms/emb1,3.124988,2.538469
457,/home/share/wesolowski/NR_CGE_HUJI,707,5_Angstroms/emb1,3.442051,2.531749
458,/home/share/wesolowski/NR_CGE_HUJI,708,5_Angstroms/emb1,3.565314,2.53555
459,/home/share/wesolowski/NR_CGE_HUJI,709,5_Angstroms/emb1,3.359922,2.580108
460,/home/share/wesolowski/NR_CGE_HUJI,710,5_Angstroms/emb1,3.545615,2.688214
461,/home/share/wesolowski/NR_CGE_HUJI,711,5_Angstroms/emb1,3.39066,2.538918
462,/home/share/wesolowski/NR_CGE_HUJI,712,5_Angstroms/emb1,3.452126,2.480967
463,/home/share/wesolowski/NR_CGE_HUJI,713,5_Angstroms/emb1,3.584224,2.60096
464,/home/share/wesolowski/NR_CGE_HUJI,714,5_Angstroms/emb1,3.416806,2.542343
465,/home/share/wesolowski/NR_CGE_HUJI,715,5_Angstroms/emb1,3.429823,2.527119
466,/home/share/wesolowski/NR_CGE_HUJI,716,5_Angstroms/emb1,3.368619,2.388227
467,/home/share/wesolowski/NR_CGE_HUJI,717,5_Angstroms/emb1,3.685894,2.516132
468,/home/share/wesolowski/NR_CGE_HUJI,718,5_Angstroms/emb1,3.488846,2.655221
469,/home/share/wesolowski/NR_CGE_HUJI,719,5_Angstroms/emb1,3.360005,2.558899
470,/home/share/wesolowski/NR_CGE_HUJI,720,5_Angstroms/emb1,3.628457,2.569675
471,/home/share/wesolowski/NR_CGE_HUJI,721,5_Angstroms/emb1,3.602353,2.63076
472,/home/share/wesolowski/NR_CGE_HUJI,722,5_Angstroms/emb1,3.650748,2.565842
473,/home/share/wesolowski/NR_CGE_HUJI,723,5_Angstroms/emb1,3.401389,2.581618
474,/home/share/wesolowski/NR_CGE_HUJI,724,5_Angstroms/emb1,3.551059,2.537534
475,/home/share/wesolowski/NR_CGE_HUJI,725,5_Angstroms/emb1,3.698183,2.527905
476,/home/share/wesolowski/NR_CGE_HUJI,726,5_Angstroms/emb1,3.736171,2.555433
477,/home/share/wesolowski/NR_CGE_HUJI,727,5_Angstroms/emb1,3.592571,2.596757
478,/home/share/wesolowski/NR_CGE_HUJI,728,5_Angstroms/emb1,3.229757,2.528605
479,/home/share/wesolowski/NR_CGE_HUJI,729,5_Angstroms/emb1,3.472933,2.531788
480,/home/share/wesolowski/NR_CGE_HUJI,730,5_Angstroms/emb1,3.169379,2.454394
481,/home/share/wesolowski/NR_CGE_HUJI,731,5_Angstroms/emb1,3.558801,2.62002
482,/home/share/wesolowski/NR_CGE_HUJI,732,5_Angstroms/emb1,3.344202,2.517396
483,/home/share/wesolowski/NR_CGE_HUJI,733,5_Angstroms/emb1,3.320138,2.632741
484,/home/share/wesolowski/NR_CGE_HUJI,734,5_Angstroms/emb1,3.006107,2.544023
485,/home/share/wesolowski/NR_CGE_HUJI,735,5_Angstroms/emb1,3.518355,2.545331
486,/home/share/wesolowski/NR_CGE_HUJI,736,5_Angstroms/emb1,3.172568,2.602905
487,/home/share/wesolowski/NR_CGE_HUJI,737,5_Angstroms/emb1,3.559626,2.465633
488,/home/share/wesolowski/NR_CGE_HUJI,738,5_Angstroms/emb1,3.558958,2.376298
489,/home/share/wesolowski/NR_CGE_HUJI,739,5_Angstroms/emb1,3.354869,2.544697
490,/home/share/wesolowski/NR_CGE_HUJI,740,5_Angstroms/emb1,3.696962,2.621378
491,/home/share/wesolowski/NR_CGE_HUJI,741,5_Angstroms/emb1,3.371072,2.572796
492,/home/share/wesolowski/NR_CGE_HUJI,742,5_Angstroms/emb1,3.220298,2.603302
493,/home/share/wesolowski/NR_CGE_HUJI,743,5_Angstroms/emb1,3.605941,2.425824
494,/home/share/wesolowski/NR_CGE_HUJI,744,5_Angstroms/emb1,3.489202,2.617829
495,/home/share/wesolowski/NR_CGE_HUJI,745,5_Angstroms/emb1,3.298143,2.467974
496,/home/share/wesolowski/NR_CGE_HUJI,746,5_Angstroms/emb1,3.29918,2.490659
497,/home/share/wesolowski/NR_CGE_HUJI,747,5_Angstroms/emb1,3.625916,2.603112
498,/home/share/wesolowski/NR_CGE_HUJI,748,5_Angstroms/emb1,3.12896,2.500408
499,/home/share/wesolowski/NR_CGE_HUJI,749,5_Angstroms/emb1,3.58162,2.48102
500,/home/share/wesolowski/NR_CGE_HUJI,750,5_Angstroms/emb1,3.587304,2.519896
501,/home/share/wesolowski/NR_CGE_HUJI,751,5_Angstroms/emb1,3.394038,2.420099
502,/home/share/wesolowski/NR_CGE_HUJI,752,5_Angstroms/emb1,3.22877,2.538329
503,/home/share/wesolowski/NR_CGE_HUJI,753,5_Angstroms/emb1,3.204383,2.521134
504,/home/share/wesolowski/NR_CGE_HUJI,754,5_Angstroms/emb1,3.412727,2.603409
505,/home/share/wesolowski/NR_CGE_HUJI,755,5_Angstroms/emb1,3.103036,2.517233
506,/home/share/wesolowski/NR_CGE_HUJI,756,5_Angstroms/emb1,3.21122,2.534535
507,/home/share/wesolowski/NR_CGE_HUJI,757,5_Angstroms/emb1,3.447948,2.570995
508,/home/share/wesolowski/NR_CGE_HUJI,758,5_Angstroms/emb1,3.384276,2.64515
509,/home/share/wesolowski/NR_CGE_HUJI,759,5_Angstroms/emb1,3.421522,2.545559
510,/home/share/wesolowski/NR_CGE_HUJI,760,5_Angstroms/emb1,3.490977,2.431064
511,/home/share/wesolowski/NR_CGE_HUJI,761,5_Angstroms/emb1,3.411217,2.566452
512,/home/share/wesolowski/NR_CGE_HUJI,762,5_Angstroms/emb1,3.414219,2.539885
513,/home/share/wesolowski/NR_CGE_HUJI,763,5_Angstroms/emb1,3.450539,2.566023
514,/home/share/wesolowski/NR_CGE_HUJI,764,5_Angstroms/emb1,3.424773,2.599178
515,/home/share/wesolowski/NR_CGE_HUJI,765,5_Angstroms/emb1,3.535148,2.493747
516,/home/share/wesolowski/NR_CGE_HUJI,766,5_Angstroms/emb1,3.31455,2.481183
517,/home/share/wesolowski/NR_CGE_HUJI,767,5_Angstroms/emb1,3.369881,2.583838
518,/home/share/wesolowski/NR_CGE_HUJI,768,5_Angstroms/emb1,3.430107,2.620799
519,/home/share/wesolowski/NR_CGE_HUJI,769,5_Angstroms/emb1,3.6475,2.4837
520,/home/share/wesolowski/NR_CGE_HUJI,770,5_Angstroms/emb1,3.629219,2.482457
521,/home/share/wesolowski/NR_CGE_HUJI,771,5_Angstroms/emb1,3.339569,2.605163
522,/home/share/wesolowski/NR_CGE_HUJI,772,5_Angstroms/emb1,3.280685,2.569747
523,/home/share/wesolowski/NR_CGE_HUJI,773,5_Angstroms/emb1,3.215702,2.594264
524,/home/share/wesolowski/NR_CGE_HUJI,774,5_Angstroms/emb1,3.455784,2.603291
525,/home/share/wesolowski/NR_CGE_HUJI,775,5_Angstroms/emb1,3.55539,2.524887
526,/home/share/wesolowski/NR_CGE_HUJI,776,5_Angstroms/emb1,3.099577,2.638959
527,/home/share/wesolowski/NR_CGE_HUJI,777,5_Angstroms/emb1,3.721172,2.548768
528,/home/share/wesolowski/NR_CGE_HUJI,778,5_Angstroms/emb1,3.578804,2.611901
529,/home/share/wesolowski/NR_CGE_HUJI,779,5_Angstroms/emb1,3.267297,2.528938
530,/home/share/wesolowski/NR_CGE_HUJI,780,5_Angstroms/emb1,3.514028,2.597672
531,/home/share/wesolowski/NR_CGE_HUJI,781,5_Angstroms/emb1,3.558581,2.631818
532,/home/share/wesolowski/NR_CGE_HUJI,782,5_Angstroms/emb1,3.639958,2.523336
533,/home/share/wesolowski/NR_CGE_HUJI,783,5_Angstroms/emb1,3.318529,2.521343
534,/home/share/wesolowski/NR_CGE_HUJI,784,5_Angstroms/emb1,3.500047,2.62899
535,/home/share/wesolowski/NR_CGE_HUJI,785,5_Angstroms/emb1,3.857603,2.56761
536,/home/share/wesolowski/NR_CGE_HUJI,786,5_Angstroms/emb1,3.888293,2.589599
537,/home/share/wesolowski/NR_CGE_HUJI,787,5_Angstroms/emb1,3.592869,2.617193
538,/home/share/wesolowski/NR_CGE_HUJI,788,5_Angstroms/emb1,3.548211,2.412168
539,/home/share/wesolowski/NR_CGE_HUJI,789,5_Angstroms/emb1,3.655785,2.591817
540,/home/share/wesolowski/NR_CGE_HUJI,790,5_Angstroms/emb1,3.529476,2.499609
541,/home/share/wesolowski/NR_CGE_HUJI,791,5_Angstroms/emb1,3.385718,2.560896
542,/home/share/wesolowski/NR_CGE_HUJI,792,5_Angstroms/emb1,3.407524,2.521433
543,/home/share/wesolowski/NR_CGE_HUJI,793,5_Angstroms/emb1,3.331612,2.535417
544,/home/share/wesolowski/NR_CGE_HUJI,794,5_Angstroms/emb1,3.118886,2.561989
545,/home/share/wesolowski/NR_CGE_HUJI,795,5_Angstroms/emb1,3.524522,2.546946
546,/home/share/wesolowski/NR_CGE_HUJI,796,5_Angstroms/emb1,3.44912,2.422542
547,/home/share/wesolowski/NR_CGE_HUJI,797,5_Angstroms/emb1,3.216902,2.54146
548,/home/share/wesolowski/NR_CGE_HUJI,798,5_Angstroms/emb1,3.781966,2.403358
549,/home/share/wesolowski/NR_CGE_HUJI,799,5_Angstroms/emb1,3.493298,2.557643
550,/home/share/wesolowski/NR_CGE_HUJI,800,5_Angstroms/emb1,3.061617,2.594722
551,/home/share/wesolowski/NR_CGE_HUJI,801,5_Angstroms/emb1,3.773288,2.543997
552,/home/share/wesolowski/NR_CGE_HUJI,802,5_Angstroms/emb1,3.302156,2.64606
553,/home/share/wesolowski/NR_CGE_HUJI,803,5_Angstroms/emb1,3.31006,2.562569
554,/home/share/wesolowski/NR_CGE_HUJI,804,5_Angstroms/emb1,3.35906,2.501882
555,/home/share/wesolowski/NR_CGE_HUJI,805,5_Angstroms/emb1,3.376955,2.552879
556,/home/share/wesolowski/NR_CGE_HUJI,806,5_Angstroms/emb1,3.15405,2.595144
557,/home/share/wesolowski/NR_CGE_HUJI,807,5_Angstroms/emb1,3.178208,2.463886
558,/home/share/wesolowski/NR_CGE_HUJI,808,5_Angstroms/emb1,3.744565,2.567714
559,/home/share/wesolowski/NR_CGE_HUJI,809,5_Angstroms/emb1,3.318911,2.601474
560,/home/share/wesolowski/NR_CGE_HUJI,810,5_Angstroms/emb1,3.371482,2.391966
561,/home/share/wesolowski/NR_CGE_HUJI,811,5_Angstroms/emb1,3.585797,2.45508
562,/home/share/wesolowski/NR_CGE_HUJI,812,5_Angstroms/emb1,3.3223,2.633315
563,/home/share/wesolowski/NR_CGE_HUJI,813,5_Angstroms/emb1,3.477592,2.54686
564,/home/share/wesolowski/NR_CGE_HUJI,814,5_Angstroms/emb1,3.203543,2.568951
565,/home/share/wesolowski/NR_CGE_HUJI,815,5_Angstroms/emb1,3.067581,2.550581
566,/home/share/wesolowski/NR_CGE_HUJI,816,5_Angstroms/emb1,3.252058,2.46188
567,/home/share/wesolowski/NR_CGE_HUJI,817,5_Angstroms/emb1,3.812536,2.422558
