,base,snap,calc,SCF,ex_en,osc
288,/home/share/wesolowski/NR_CGE_HUJI,538,iso1,-985.11836729,3.131994,2.48351
289,/home/share/wesolowski/NR_CGE_HUJI,539,iso1,-985.11568611,3.019815,2.407512
290,/home/share/wesolowski/NR_CGE_HUJI,540,iso1,-985.12523616,3.153425,2.38444
291,/home/share/wesolowski/NR_CGE_HUJI,541,iso1,-985.12849588,2.923417,2.498589
292,/home/share/wesolowski/NR_CGE_HUJI,542,iso1,-985.11303984,3.092246,2.445664
293,/home/share/wesolowski/NR_CGE_HUJI,543,iso1,-985.14434277,3.047972,2.424035
294,/home/share/wesolowski/NR_CGE_HUJI,544,iso1,-985.1388355,2.962455,2.441304
295,/home/share/wesolowski/NR_CGE_HUJI,545,iso1,-985.13946544,3.041466,2.484859
296,/home/share/wesolowski/NR_CGE_HUJI,546,iso1,-985.1220732,2.957065,2.434437
297,/home/share/wesolowski/NR_CGE_HUJI,547,iso1,-985.13435236,3.095923,2.460191
298,/home/share/wesolowski/NR_CGE_HUJI,548,iso1,-985.12490954,3.036797,2.536861
299,/home/share/wesolowski/NR_CGE_HUJI,549,iso1,-985.13123326,2.917703,2.391354
300,/home/share/wesolowski/NR_CGE_HUJI,550,iso1,-985.11829442,3.16484,2.378336
301,/home/share/wesolowski/NR_CGE_HUJI,551,iso1,-985.10824914,3.166944,2.376156
302,/home/share/wesolowski/NR_CGE_HUJI,552,iso1,-985.13309502,3.038343,2.426422
303,/home/share/wesolowski/NR_CGE_HUJI,553,iso1,-985.10644978,2.899645,2.353272
304,/home/share/wesolowski/NR_CGE_HUJI,554,iso1,-985.1212106,3.202187,2.278532
305,/home/share/wesolowski/NR_CGE_HUJI,555,iso1,-985.13042194,3.025589,2.391847
306,/home/share/wesolowski/NR_CGE_HUJI,556,iso1,-985.14180042,2.984085,2.49896
307,/home/share/wesolowski/NR_CGE_HUJI,557,iso1,-985.12841047,2.990852,2.324199
308,/home/share/wesolowski/NR_CGE_HUJI,558,iso1,-985.14965447,3.288622,2.251693
309,/home/share/wesolowski/NR_CGE_HUJI,559,iso1,-985.12156929,3.045322,2.326301
310,/home/share/wesolowski/NR_CGE_HUJI,560,iso1,-985.1458215,3.106206,2.365305
311,/home/share/wesolowski/NR_CGE_HUJI,561,iso1,-985.11990614,3.199851,2.323016
312,/home/share/wesolowski/NR_CGE_HUJI,562,iso1,-985.1352604,2.981962,2.410298
313,/home/share/wesolowski/NR_CGE_HUJI,563,iso1,-985.12807661,2.946716,2.370698
314,/home/share/wesolowski/NR_CGE_HUJI,564,iso1,-985.14388192,2.903275,2.497948
315,/home/share/wesolowski/NR_CGE_HUJI,565,iso1,-985.12969028,2.773138,2.525854
316,/home/share/wesolowski/NR_CGE_HUJI,566,iso1,-985.12710118,3.045724,2.436627
317,/home/share/wesolowski/NR_CGE_HUJI,567,iso1,-985.1147622,2.860206,2.50012
318,/home/share/wesolowski/NR_CGE_HUJI,568,iso1,-985.14117499,3.008543,2.324645
319,/home/share/wesolowski/NR_CGE_HUJI,569,iso1,-985.13141822,3.016638,2.473074
320,/home/share/wesolowski/NR_CGE_HUJI,570,iso1,-985.13003311,3.092462,2.375333
321,/home/share/wesolowski/NR_CGE_HUJI,571,iso1,-985.12584244,3.128333,2.37552
322,/home/share/wesolowski/NR_CGE_HUJI,572,iso1,-985.14035422,3.037242,2.446349
323,/home/share/wesolowski/NR_CGE_HUJI,573,iso1,-985.13111508,2.864728,2.398688
324,/home/share/wesolowski/NR_CGE_HUJI,574,iso1,-985.14150555,2.938544,2.521661
325,/home/share/wesolowski/NR_CGE_HUJI,575,iso1,-985.11880849,3.281185,2.352187
326,/home/share/wesolowski/NR_CGE_HUJI,576,iso1,-985.13302917,2.996387,2.510013
327,/home/share/wesolowski/NR_CGE_HUJI,577,iso1,-985.12290417,2.876846,2.54858
328,/home/share/wesolowski/NR_CGE_HUJI,578,iso1,-985.12513529,2.832699,2.42686
329,/home/share/wesolowski/NR_CGE_HUJI,579,iso1,-985.13972308,3.022972,2.531636
330,/home/share/wesolowski/NR_CGE_HUJI,580,iso1,-985.1245856,2.995892,2.308858
331,/home/share/wesolowski/NR_CGE_HUJI,581,iso1,-985.12009505,3.085965,2.44825
332,/home/share/wesolowski/NR_CGE_HUJI,582,iso1,-985.15164308,3.03683,2.498707
333,/home/share/wesolowski/NR_CGE_HUJI,583,iso1,-985.15231808,3.014025,2.497422
334,/home/share/wesolowski/NR_CGE_HUJI,584,iso1,-985.14059673,3.135228,2.313317
335,/home/share/wesolowski/NR_CGE_HUJI,585,iso1,-985.12501012,3.044735,2.400953
336,/home/share/wesolowski/NR_CGE_HUJI,586,iso1,-985.12376647,3.397547,2.326035
337,/home/share/wesolowski/NR_CGE_HUJI,587,iso1,-985.13945319,3.125592,2.397359
338,/home/share/wesolowski/NR_CGE_HUJI,588,iso1,-985.1437626,3.055833,2.549375
339,/home/share/wesolowski/NR_CGE_HUJI,589,iso1,-985.13309132,2.961122,2.438209
340,/home/share/wesolowski/NR_CGE_HUJI,590,iso1,-985.13768439,3.111721,2.547365
341,/home/share/wesolowski/NR_CGE_HUJI,591,iso1,-985.13268441,3.032984,2.550012
342,/home/share/wesolowski/NR_CGE_HUJI,592,iso1,-985.12959255,3.263855,2.283502
343,/home/share/wesolowski/NR_CGE_HUJI,593,iso1,-985.13353386,2.880109,2.413388
344,/home/share/wesolowski/NR_CGE_HUJI,594,iso1,-985.1518889,2.991045,2.567544
345,/home/share/wesolowski/NR_CGE_HUJI,595,iso1,-985.15318331,2.968451,2.494979
346,/home/share/wesolowski/NR_CGE_HUJI,596,iso1,-985.13647496,3.142011,2.363289
347,/home/share/wesolowski/NR_CGE_HUJI,597,iso1,-985.14460038,3.100955,2.329182
348,/home/share/wesolowski/NR_CGE_HUJI,598,iso1,-985.12242757,2.796842,2.362598
349,/home/share/wesolowski/NR_CGE_HUJI,599,iso1,-985.17059267,3.157444,2.373726
350,/home/share/wesolowski/NR_CGE_HUJI,600,iso1,-985.15518596,3.185581,2.41468
351,/home/share/wesolowski/NR_CGE_HUJI,601,iso1,-985.1284025,3.01268,2.39799
352,/home/share/wesolowski/NR_CGE_HUJI,602,iso1,-985.14925619,3.302607,2.174628
353,/home/share/wesolowski/NR_CGE_HUJI,603,iso1,-985.15456719,3.176095,2.358456
354,/home/share/wesolowski/NR_CGE_HUJI,604,iso1,-985.14506069,3.010057,2.535298
355,/home/share/wesolowski/NR_CGE_HUJI,605,iso1,-985.13998007,3.010763,2.46119
356,/home/share/wesolowski/NR_CGE_HUJI,606,iso1,-985.14709754,3.021854,2.543324
357,/home/share/wesolowski/NR_CGE_HUJI,607,iso1,-985.14007623,3.113342,2.429375
358,/home/share/wesolowski/NR_CGE_HUJI,608,iso1,-985.1445161,2.885149,2.472914
359,/home/share/wesolowski/NR_CGE_HUJI,609,iso1,-985.15283765,2.810328,2.510638
360,/home/share/wesolowski/NR_CGE_HUJI,610,iso1,-985.13506627,2.848613,2.505129
361,/home/share/wesolowski/NR_CGE_HUJI,611,iso1,-985.13788719,2.822931,2.482435
362,/home/share/wesolowski/NR_CGE_HUJI,612,iso1,-985.13926211,3.034051,2.49396
363,/home/share/wesolowski/NR_CGE_HUJI,613,iso1,-985.13036403,3.047495,2.501509
364,/home/share/wesolowski/NR_CGE_HUJI,614,iso1,-985.11415165,2.791041,2.514244
365,/home/share/wesolowski/NR_CGE_HUJI,615,iso1,-985.12346783,2.981236,2.407154
366,/home/share/wesolowski/NR_CGE_HUJI,616,iso1,-985.15233091,3.032024,2.605074
367,/home/share/wesolowski/NR_CGE_HUJI,617,iso1,-985.14515367,3.029279,2.363529
368,/home/share/wesolowski/NR_CGE_HUJI,618,iso1,-985.14240129,3.021812,2.538024
369,/home/share/wesolowski/NR_CGE_HUJI,619,iso1,-985.13652097,2.990417,2.452156
370,/home/share/wesolowski/NR_CGE_HUJI,620,iso1,-985.15269105,2.975632,2.339068
371,/home/share/wesolowski/NR_CGE_HUJI,621,iso1,-985.13558179,3.087256,2.475809
372,/home/share/wesolowski/NR_CGE_HUJI,622,iso1,-985.13172776,3.147309,2.506054
373,/home/share/wesolowski/NR_CGE_HUJI,623,iso1,-985.13549435,2.935154,2.416014
374,/home/share/wesolowski/NR_CGE_HUJI,624,iso1,-985.12566269,3.116695,2.34756
375,/home/share/wesolowski/NR_CGE_HUJI,625,iso1,-985.11142044,2.91274,2.445985
376,/home/share/wesolowski/NR_CGE_HUJI,626,iso1,-985.12396947,2.890737,2.472975
377,/home/share/wesolowski/NR_CGE_HUJI,627,iso1,-985.12843322,2.913831,2.335328
378,/home/share/wesolowski/NR_CGE_HUJI,628,iso1,-985.1371963,3.236613,2.343627
379,/home/share/wesolowski/NR_CGE_HUJI,629,iso1,-985.13386525,3.185629,2.438806
380,/home/share/wesolowski/NR_CGE_HUJI,630,iso1,-985.13637634,3.06727,2.442419
381,/home/share/wesolowski/NR_CGE_HUJI,631,iso1,-985.12541768,2.971184,2.525123
382,/home/share/wesolowski/NR_CGE_HUJI,632,iso1,-985.13075745,2.902147,2.3546
383,/home/share/wesolowski/NR_CGE_HUJI,633,iso1,-985.11729624,2.897903,2.436256
384,/home/share/wesolowski/NR_CGE_HUJI,634,iso1,-985.13410329,3.086298,2.444806
385,/home/share/wesolowski/NR_CGE_HUJI,635,iso1,-985.13869143,2.980516,2.405081
386,/home/share/wesolowski/NR_CGE_HUJI,636,iso1,-985.12963193,3.013488,2.427644
387,/home/share/wesolowski/NR_CGE_HUJI,637,iso1,-985.14252281,2.994294,2.500162
388,/home/share/wesolowski/NR_CGE_HUJI,638,iso1,-985.13567475,2.856772,2.567454
389,/home/share/wesolowski/NR_CGE_HUJI,639,iso1,-985.13757478,3.026882,2.387805
390,/home/share/wesolowski/NR_CGE_HUJI,640,iso1,-985.14816715,3.094012,2.462581
391,/home/share/wesolowski/NR_CGE_HUJI,641,iso1,-985.14824822,3.100061,2.364477
392,/home/share/wesolowski/NR_CGE_HUJI,642,iso1,-985.12729937,3.160793,2.334206
393,/home/share/wesolowski/NR_CGE_HUJI,643,iso1,-985.13623323,3.134938,2.403211
394,/home/share/wesolowski/NR_CGE_HUJI,644,iso1,-985.14732197,3.130796,2.410452
395,/home/share/wesolowski/NR_CGE_HUJI,645,iso1,-985.13328331,3.173596,2.208511
396,/home/share/wesolowski/NR_CGE_HUJI,646,iso1,-985.12496138,3.255326,2.456005
397,/home/share/wesolowski/NR_CGE_HUJI,647,iso1,-985.12930854,2.886835,2.491632
398,/home/share/wesolowski/NR_CGE_HUJI,648,iso1,-985.13105557,3.01041,2.396299
399,/home/share/wesolowski/NR_CGE_HUJI,649,iso1,-985.14002113,2.994589,2.439028
400,/home/share/wesolowski/NR_CGE_HUJI,650,iso1,-985.12262644,2.958457,2.410371
401,/home/share/wesolowski/NR_CGE_HUJI,651,iso1,-985.14233912,3.473296,2.215231
402,/home/share/wesolowski/NR_CGE_HUJI,652,iso1,-985.14007024,2.929252,2.436859
403,/home/share/wesolowski/NR_CGE_HUJI,653,iso1,-985.12497168,2.906915,2.436267
404,/home/share/wesolowski/NR_CGE_HUJI,654,iso1,-985.13374323,2.791947,2.51599
405,/home/share/wesolowski/NR_CGE_HUJI,655,iso1,-985.12893777,3.131461,2.310705
406,/home/share/wesolowski/NR_CGE_HUJI,656,iso1,-985.11122829,2.950924,2.376038
407,/home/share/wesolowski/NR_CGE_HUJI,657,iso1,-985.13340095,3.333786,2.212872
408,/home/share/wesolowski/NR_CGE_HUJI,658,iso1,-985.13593751,3.067572,2.385469
409,/home/share/wesolowski/NR_CGE_HUJI,659,iso1,-985.13444561,2.925653,2.491751
410,/home/share/wesolowski/NR_CGE_HUJI,660,iso1,-985.11302231,3.055197,2.280434
411,/home/share/wesolowski/NR_CGE_HUJI,661,iso1,-985.1419254,2.969778,2.439687
412,/home/share/wesolowski/NR_CGE_HUJI,662,iso1,-985.12692055,3.208691,2.359531
413,/home/share/wesolowski/NR_CGE_HUJI,663,iso1,-985.14680923,3.139663,2.41528
414,/home/share/wesolowski/NR_CGE_HUJI,664,iso1,-985.12810582,2.929561,2.434242
415,/home/share/wesolowski/NR_CGE_HUJI,665,iso1,-985.13569435,3.012764,2.562385
416,/home/share/wesolowski/NR_CGE_HUJI,666,iso1,-985.13051748,2.950878,2.571826
417,/home/share/wesolowski/NR_CGE_HUJI,667,iso1,-985.13614673,3.15673,2.334675
418,/home/share/wesolowski/NR_CGE_HUJI,668,iso1,-985.12122934,3.047616,2.382255
419,/home/share/wesolowski/NR_CGE_HUJI,669,iso1,-985.1270416,2.913139,2.492019
420,/home/share/wesolowski/NR_CGE_HUJI,670,iso1,-985.12909547,3.043987,2.491289
421,/home/share/wesolowski/NR_CGE_HUJI,671,iso1,-985.13211533,3.063366,2.473283
422,/home/share/wesolowski/NR_CGE_HUJI,672,iso1,-985.12401426,2.81494,2.436512
423,/home/share/wesolowski/NR_CGE_HUJI,673,iso1,-985.12786696,3.064606,2.550687
424,/home/share/wesolowski/NR_CGE_HUJI,674,iso1,-985.1189362,2.862698,2.433262
425,/home/share/wesolowski/NR_CGE_HUJI,675,iso1,-985.12348405,3.019709,2.533289
426,/home/share/wesolowski/NR_CGE_HUJI,676,iso1,-985.14402766,3.110709,2.40871
427,/home/share/wesolowski/NR_CGE_HUJI,677,iso1,-985.12538803,3.118959,2.531913
428,/home/share/wesolowski/NR_CGE_HUJI,678,iso1,-985.13039996,3.109553,2.433537
429,/home/share/wesolowski/NR_CGE_HUJI,679,iso1,-985.12869419,3.069358,2.396744
430,/home/share/wesolowski/NR_CGE_HUJI,680,iso1,-985.12479416,3.040562,2.455614
431,/home/share/wesolowski/NR_CGE_HUJI,681,iso1,-985.12951763,2.838211,2.42077
432,/home/share/wesolowski/NR_CGE_HUJI,682,iso1,-985.14043172,2.905774,2.465329
433,/home/share/wesolowski/NR_CGE_HUJI,683,iso1,-985.1252048,3.222825,2.198659
434,/home/share/wesolowski/NR_CGE_HUJI,684,iso1,-985.10359394,3.104622,2.249136
435,/home/share/wesolowski/NR_CGE_HUJI,685,iso1,-985.14029985,3.042255,2.35614
436,/home/share/wesolowski/NR_CGE_HUJI,686,iso1,-985.13348395,2.938688,2.436464
437,/home/share/wesolowski/NR_CGE_HUJI,687,iso1,-985.12662599,3.02882,2.484131
438,/home/share/wesolowski/NR_CGE_HUJI,688,iso1,-985.13288543,3.093139,2.479753
439,/home/share/wesolowski/NR_CGE_HUJI,689,iso1,-985.1327293,3.02516,2.315348
440,/home/share/wesolowski/NR_CGE_HUJI,690,iso1,-985.12937199,3.540564,2.293903
441,/home/share/wesolowski/NR_CGE_HUJI,691,iso1,-985.1293158,3.157293,2.278418
442,/home/share/wesolowski/NR_CGE_HUJI,692,iso1,-985.12505826,2.920267,2.405276
443,/home/share/wesolowski/NR_CGE_HUJI,693,iso1,-985.13517846,3.124744,2.389562
444,/home/share/wesolowski/NR_CGE_HUJI,694,iso1,-985.10668204,3.063785,2.387625
445,/home/share/wesolowski/NR_CGE_HUJI,695,iso1,-985.1286386,2.91963,2.511208
446,/home/share/wesolowski/NR_CGE_HUJI,696,iso1,-985.13316375,2.987352,2.433069
447,/home/share/wesolowski/NR_CGE_HUJI,697,iso1,-985.13329874,3.001927,2.351341
448,/home/share/wesolowski/NR_CGE_HUJI,698,iso1,-985.11111754,3.113239,2.343596
449,/home/share/wesolowski/NR_CGE_HUJI,699,iso1,-985.1329517,2.972355,2.514928
450,/home/share/wesolowski/NR_CGE_HUJI,700,iso1,-985.13146395,3.023878,2.508784
451,/home/share/wesolowski/NR_CGE_HUJI,701,iso1,-985.12829262,2.954399,2.411039
452,/home/share/wesolowski/NR_CGE_HUJI,702,iso1,-985.13610969,3.18691,2.442177
453,/home/share/wesolowski/NR_CGE_HUJI,703,iso1,-985.13514849,3.056894,2.423693
454,/home/share/wesolowski/NR_CGE_HUJI,704,iso1,-985.12495379,3.001842,2.386203
455,/home/share/wesolowski/NR_CGE_HUJI,705,iso1,-985.14908181,2.994444,2.397754
456,/home/share/wesolowski/NR_CGE_HUJI,706,iso1,-985.13885014,2.905913,2.478757
457,/home/share/wesolowski/NR_CGE_HUJI,707,iso1,-985.14215994,3.119512,2.418028
458,/home/share/wesolowski/NR_CGE_HUJI,708,iso1,-985.15635435,3.191773,2.366427
459,/home/share/wesolowski/NR_CGE_HUJI,709,iso1,-985.14803336,3.062727,2.475565
460,/home/share/wesolowski/NR_CGE_HUJI,710,iso1,-985.13857968,3.110698,2.486332
461,/home/share/wesolowski/NR_CGE_HUJI,711,iso1,-985.14680629,2.964048,2.407223
462,/home/share/wesolowski/NR_CGE_HUJI,712,iso1,-985.14220304,3.060643,2.342094
463,/home/share/wesolowski/NR_CGE_HUJI,713,iso1,-985.12336518,3.047967,2.339497
464,/home/share/wesolowski/NR_CGE_HUJI,714,iso1,-985.13847834,3.033951,2.367845
465,/home/share/wesolowski/NR_CGE_HUJI,715,iso1,-985.14674901,3.067207,2.417579
466,/home/share/wesolowski/NR_CGE_HUJI,716,iso1,-985.14158322,3.087819,2.361862
467,/home/share/wesolowski/NR_CGE_HUJI,717,iso1,-985.16179289,3.270756,2.332484
468,/home/share/wesolowski/NR_CGE_HUJI,718,iso1,-985.16138736,3.126498,2.493194
469,/home/share/wesolowski/NR_CGE_HUJI,719,iso1,-985.14502476,3.031163,2.439612
470,/home/share/wesolowski/NR_CGE_HUJI,720,iso1,-985.12784244,3.16627,2.351872
471,/home/share/wesolowski/NR_CGE_HUJI,721,iso1,-985.12881486,3.140544,2.43425
472,/home/share/wesolowski/NR_CGE_HUJI,722,iso1,-985.13944353,3.158613,2.390338
473,/home/share/wesolowski/NR_CGE_HUJI,723,iso1,-985.13585546,2.984245,2.444042
474,/home/share/wesolowski/NR_CGE_HUJI,724,iso1,-985.12425685,3.16513,2.381805
475,/home/share/wesolowski/NR_CGE_HUJI,725,iso1,-985.13723035,3.23495,2.306985
476,/home/share/wesolowski/NR_CGE_HUJI,726,iso1,-985.13146445,3.261861,2.317976
477,/home/share/wesolowski/NR_CGE_HUJI,727,iso1,-985.13096468,3.167739,2.434346
478,/home/share/wesolowski/NR_CGE_HUJI,728,iso1,-985.11747717,2.950768,2.462022
479,/home/share/wesolowski/NR_CGE_HUJI,729,iso1,-985.12558253,3.051895,2.363276
480,/home/share/wesolowski/NR_CGE_HUJI,730,iso1,-985.1114539,2.871823,2.392198
481,/home/share/wesolowski/NR_CGE_HUJI,731,iso1,-985.11197588,3.040162,2.445244
482,/home/share/wesolowski/NR_CGE_HUJI,732,iso1,-985.1286836,2.957765,2.380917
483,/home/share/wesolowski/NR_CGE_HUJI,733,iso1,-985.12388675,2.979941,2.509613
484,/home/share/wesolowski/NR_CGE_HUJI,734,iso1,-985.13989373,2.81023,2.484483
485,/home/share/wesolowski/NR_CGE_HUJI,735,iso1,-985.11600644,3.10339,2.403285
486,/home/share/wesolowski/NR_CGE_HUJI,736,iso1,-985.10934508,2.832889,2.529281
487,/home/share/wesolowski/NR_CGE_HUJI,737,iso1,-985.11707242,3.144512,2.310683
488,/home/share/wesolowski/NR_CGE_HUJI,738,iso1,-985.13368648,3.095749,2.241125
489,/home/share/wesolowski/NR_CGE_HUJI,739,iso1,-985.12322893,2.991213,2.396723
490,/home/share/wesolowski/NR_CGE_HUJI,740,iso1,-985.13894656,3.206904,2.388364
491,/home/share/wesolowski/NR_CGE_HUJI,741,iso1,-985.13666393,2.995378,2.457468
492,/home/share/wesolowski/NR_CGE_HUJI,742,iso1,-985.11777475,2.92844,2.520177
493,/home/share/wesolowski/NR_CGE_HUJI,743,iso1,-985.12647182,3.190603,2.299209
494,/home/share/wesolowski/NR_CGE_HUJI,744,iso1,-985.12576635,3.088255,2.451278
495,/home/share/wesolowski/NR_CGE_HUJI,745,iso1,-985.12776125,2.951114,2.372162
496,/home/share/wesolowski/NR_CGE_HUJI,746,iso1,-985.12820906,2.892055,2.373215
497,/home/share/wesolowski/NR_CGE_HUJI,747,iso1,-985.10251453,3.08578,2.381445
498,/home/share/wesolowski/NR_CGE_HUJI,748,iso1,-985.11038867,2.827508,2.419603
499,/home/share/wesolowski/NR_CGE_HUJI,749,iso1,-985.11345815,3.174008,2.304873
500,/home/share/wesolowski/NR_CGE_HUJI,750,iso1,-985.11598577,3.11714,2.320441
501,/home/share/wesolowski/NR_CGE_HUJI,751,iso1,-985.11402189,3.03255,2.320213
502,/home/share/wesolowski/NR_CGE_HUJI,752,iso1,-985.11672737,2.902011,2.460722
503,/home/share/wesolowski/NR_CGE_HUJI,753,iso1,-985.12702961,2.911441,2.446303
504,/home/share/wesolowski/NR_CGE_HUJI,754,iso1,-985.12045822,3.126341,2.514043
505,/home/share/wesolowski/NR_CGE_HUJI,755,iso1,-985.11582869,2.814075,2.450618
506,/home/share/wesolowski/NR_CGE_HUJI,756,iso1,-985.14817623,2.964054,2.464793
507,/home/share/wesolowski/NR_CGE_HUJI,757,iso1,-985.13660656,3.130461,2.445727
508,/home/share/wesolowski/NR_CGE_HUJI,758,iso1,-985.13675097,3.044877,2.528977
509,/home/share/wesolowski/NR_CGE_HUJI,759,iso1,-985.14583979,3.10356,2.441001
510,/home/share/wesolowski/NR_CGE_HUJI,760,iso1,-985.13147896,3.050577,2.292519
511,/home/share/wesolowski/NR_CGE_HUJI,761,iso1,-985.12208869,2.937569,2.37063
512,/home/share/wesolowski/NR_CGE_HUJI,762,iso1,-985.13887982,3.0657,2.445161
513,/home/share/wesolowski/NR_CGE_HUJI,763,iso1,-985.12888678,3.093614,2.417024
514,/home/share/wesolowski/NR_CGE_HUJI,764,iso1,-985.138935,3.062025,2.436281
515,/home/share/wesolowski/NR_CGE_HUJI,765,iso1,-985.13207284,3.190151,2.387766
516,/home/share/wesolowski/NR_CGE_HUJI,766,iso1,-985.15241069,2.956068,2.38223
517,/home/share/wesolowski/NR_CGE_HUJI,767,iso1,-985.13066757,3.043382,2.478584
518,/home/share/wesolowski/NR_CGE_HUJI,768,iso1,-985.13416223,3.121382,2.520195
519,/home/share/wesolowski/NR_CGE_HUJI,769,iso1,-985.14551362,3.238132,2.322022
520,/home/share/wesolowski/NR_CGE_HUJI,770,iso1,-985.13350121,3.28082,2.388852
521,/home/share/wesolowski/NR_CGE_HUJI,771,iso1,-985.13764307,3.032522,2.518637
522,/home/share/wesolowski/NR_CGE_HUJI,772,iso1,-985.14833092,2.966998,2.485785
523,/home/share/wesolowski/NR_CGE_HUJI,773,iso1,-985.11827184,2.898359,2.473817
524,/home/share/wesolowski/NR_CGE_HUJI,774,iso1,-985.13627182,3.083503,2.413861
525,/home/share/wesolowski/NR_CGE_HUJI,775,iso1,-985.13273437,3.163801,2.361099
526,/home/share/wesolowski/NR_CGE_HUJI,776,iso1,-985.12393913,2.907746,2.538371
527,/home/share/wesolowski/NR_CGE_HUJI,777,iso1,-985.13693392,3.258728,2.35736
528,/home/share/wesolowski/NR_CGE_HUJI,778,iso1,-985.11523386,3.073483,2.397524
529,/home/share/wesolowski/NR_CGE_HUJI,779,iso1,-985.13207131,2.852018,2.425612
530,/home/share/wesolowski/NR_CGE_HUJI,780,iso1,-985.14358546,3.159056,2.436972
531,/home/share/wesolowski/NR_CGE_HUJI,781,iso1,-985.13606336,3.212685,2.527123
532,/home/share/wesolowski/NR_CGE_HUJI,782,iso1,-985.14286963,3.251915,2.36735
533,/home/share/wesolowski/NR_CGE_HUJI,783,iso1,-985.12726071,2.899797,2.425453
534,/home/share/wesolowski/NR_CGE_HUJI,784,iso1,-985.13183569,3.134905,2.473765
535,/home/share/wesolowski/NR_CGE_HUJI,785,iso1,-985.14349877,3.346693,2.295655
536,/home/share/wesolowski/NR_CGE_HUJI,786,iso1,-985.13294379,3.392283,2.325411
537,/home/share/wesolowski/NR_CGE_HUJI,787,iso1,-985.14371315,3.125268,2.409119
538,/home/share/wesolowski/NR_CGE_HUJI,788,iso1,-985.12294193,3.062635,2.24677
539,/home/share/wesolowski/NR_CGE_HUJI,789,iso1,-985.12232673,3.169357,2.396771
540,/home/share/wesolowski/NR_CGE_HUJI,790,iso1,-985.11623795,3.068712,2.317766
541,/home/share/wesolowski/NR_CGE_HUJI,791,iso1,-985.12796819,3.007666,2.431941
542,/home/share/wesolowski/NR_CGE_HUJI,792,iso1,-985.13855635,3.0036,2.39198
543,/home/share/wesolowski/NR_CGE_HUJI,793,iso1,-985.1093683,3.060756,2.42802
544,/home/share/wesolowski/NR_CGE_HUJI,794,iso1,-985.1180781,2.870926,2.486493
545,/home/share/wesolowski/NR_CGE_HUJI,795,iso1,-985.12406261,3.120093,2.375409
546,/home/share/wesolowski/NR_CGE_HUJI,796,iso1,-985.12643368,3.073001,2.302012
547,/home/share/wesolowski/NR_CGE_HUJI,797,iso1,-985.13381707,2.863211,2.451026
548,/home/share/wesolowski/NR_CGE_HUJI,798,iso1,-985.12044433,3.283838,2.214535
549,/home/share/wesolowski/NR_CGE_HUJI,799,iso1,-985.12626692,3.066298,2.427427
550,/home/share/wesolowski/NR_CGE_HUJI,800,iso1,-985.13903988,2.818284,2.496662
551,/home/share/wesolowski/NR_CGE_HUJI,801,iso1,-985.15280426,3.305807,2.353839
552,/home/share/wesolowski/NR_CGE_HUJI,802,iso1,-985.14606049,2.961148,2.535029
553,/home/share/wesolowski/NR_CGE_HUJI,803,iso1,-985.12138465,2.979611,2.477642
554,/home/share/wesolowski/NR_CGE_HUJI,804,iso1,-985.1371902,3.024464,2.381594
555,/home/share/wesolowski/NR_CGE_HUJI,805,iso1,-985.14794347,3.057965,2.455363
556,/home/share/wesolowski/NR_CGE_HUJI,806,iso1,-985.14840797,2.893403,2.518094
557,/home/share/wesolowski/NR_CGE_HUJI,807,iso1,-985.1217958,2.846559,2.367342
558,/home/share/wesolowski/NR_CGE_HUJI,808,iso1,-985.15320169,3.338713,2.37433
559,/home/share/wesolowski/NR_CGE_HUJI,809,iso1,-985.13925865,3.024581,2.508242
560,/home/share/wesolowski/NR_CGE_HUJI,810,iso1,-985.13047374,3.002356,2.317815
561,/home/share/wesolowski/NR_CGE_HUJI,811,iso1,-985.12471783,3.147235,2.239865
562,/home/share/wesolowski/NR_CGE_HUJI,812,iso1,-985.12700615,3.050909,2.540235
563,/home/share/wesolowski/NR_CGE_HUJI,813,iso1,-985.12472304,3.022242,2.387974
564,/home/share/wesolowski/NR_CGE_HUJI,814,iso1,-985.11989006,2.960167,2.475262
565,/home/share/wesolowski/NR_CGE_HUJI,815,iso1,-985.13105831,2.838176,2.492673
566,/home/share/wesolowski/NR_CGE_HUJI,816,iso1,-985.13562682,2.916244,2.387825
567,/home/share/wesolowski/NR_CGE_HUJI,817,iso1,-985.12255005,3.367753,2.222539
568,/home/share/wesolowski/NR_CGE_HUJI,818,iso1,-985.13910225,3.276353,2.385218
569,/home/share/wesolowski/NR_CGE_HUJI,819,iso1,-985.13420602,2.883312,2.501085
570,/home/share/wesolowski/NR_CGE_HUJI,820,iso1,-985.10691723,2.872818,2.347874
571,/home/share/wesolowski/NR_CGE_HUJI,821,iso1,-985.12756949,2.88105,2.419808
572,/home/share/wesolowski/NR_CGE_HUJI,822,iso1,-985.11048224,3.096427,2.432736
573,/home/share/wesolowski/NR_CGE_HUJI,823,iso1,-985.1283071,2.968187,2.474148
574,/home/share/wesolowski/NR_CGE_HUJI,824,iso1,-985.12117201,2.862158,2.525365
575,/home/share/wesolowski/NR_CGE_HUJI,825,iso1,-985.12623424,2.885847,2.375947
576,/home/share/wesolowski/NR_CGE_HUJI,826,iso1,-985.1304696,3.030011,2.498654
577,/home/share/wesolowski/NR_CGE_HUJI,827,iso1,-985.13662566,3.19017,2.278436
578,/home/share/wesolowski/NR_CGE_HUJI,828,iso1,-985.13562066,2.999143,2.486175
